record_id,level,filename,template_path,field_order,field_name,field_label,semantic_definition,entry_rule,requiredness,controlled_vocabulary,controlled_values,sensitivity,validation_rule,book_anchor
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,1,Critical uncertainty,Critical uncertainty,Name the uncertainty with the greatest downstream cost.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,2.6 Run a bounded feasibility sprint
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,2,Bounded action,Bounded action,State the smallest safe test.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,2.6 Run a bounded feasibility sprint
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,3,Evidence produced,Evidence produced,Name the retained evidence object.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,2.6 Run a bounded feasibility sprint
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,4,Acceptance criterion,Acceptance criterion,State the criterion before reporting the outcome.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,2.6 Run a bounded feasibility sprint
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,5,Decision consequence,Decision consequence,"Continue, narrow, pivot or stop.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,continue; narrow; pivot; stop,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,2.6 Run a bounded feasibility sprint
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,6,Gate reopened if failed,Gate reopened if failed,Name the earliest responsible gate.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,Project Start Pack / opening control; Problem Gate; Evidence Gate; Design Gate; Execution Gate; Claim Gate; Argument Gate; Editorial Gate; Defence Readiness Gate,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact common gate/control name or an explicit justified external authority route where the record permits it,2.6 Run a bounded feasibility sprint
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,7,Owner and dates,Owner and dates,"Record owner, start and end.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,2.6 Run a bounded feasibility sprint
MIN-FEASIBILITY_SPRINT_RECORD_MIN,minimum,FEASIBILITY_SPRINT_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/FEASIBILITY_SPRINT_RECORD_MIN.csv,8,Version and status,Version and status,"Assign identifier, version and disposition.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",explicit version or dated revision; no ambiguous labels such as final-final,2.6 Run a bounded feasibility sprint
MIN-GATE_RECORD_MIN,minimum,GATE_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/GATE_RECORD_MIN.csv,1,gate,gate,Current gate or opening control under which the decision is being reviewed.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,Project Start Pack / opening control; Problem Gate; Evidence Gate; Design Gate; Execution Gate; Claim Gate; Argument Gate; Editorial Gate; Defence Readiness Gate,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact common gate/control name or an explicit justified external authority route where the record permits it,Cross-cutting companion control; consult BOOK_TO_COMPANION_CROSSWALK.csv
MIN-GATE_RECORD_MIN,minimum,GATE_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/GATE_RECORD_MIN.csv,2,decision_question,Decision question,Exact question that the gate or control must answer before progression.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,Cross-cutting companion control; consult BOOK_TO_COMPANION_CROSSWALK.csv
MIN-GATE_RECORD_MIN,minimum,GATE_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/GATE_RECORD_MIN.csv,3,required_objects,Required objects,Record required objects in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,Cross-cutting companion control; consult BOOK_TO_COMPANION_CROSSWALK.csv
MIN-GATE_RECORD_MIN,minimum,GATE_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/GATE_RECORD_MIN.csv,4,evidence_status,Evidence status,"State of the required evidence: missing, candidate, verified, conditionally accepted or rejected.",Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,evidence_status,missing; candidate; verified; accepted conditionally; rejected,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: evidence_status,Cross-cutting companion control; consult BOOK_TO_COMPANION_CROSSWALK.csv
MIN-GATE_RECORD_MIN,minimum,GATE_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/GATE_RECORD_MIN.csv,5,strongest_hostile_objection,Strongest hostile objection,Record strongest hostile objection in sufficiently precise terms for a competent reviewer to reconstruct and challenge the decision.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,,,"controlled project metadata; no credentials, direct identifiers or confidential payloads",non-empty when required; internally consistent with linked records,Cross-cutting companion control; consult BOOK_TO_COMPANION_CROSSWALK.csv
MIN-GATE_RECORD_MIN,minimum,GATE_RECORD_MIN.csv,companion/03_TEMPLATES_MINIMUM/GATE_RECORD_MIN.csv,6,decision,decision,Explicit disposition selected from the record’s controlled outcomes and justified by named evidence.,Record the accepted current value and place supporting evidence or authority in the linked field or record.,required unless explicitly and defensibly not applicable; completed records must not leave the field blank,gate_decision,pass; pass with conditions; repair; return; await authority; stop,"controlled project metadata; no credentials, direct identifiers or confidential payloads",use one exact value from controlled vocabulary: gate_decision,Cross-cutting companion control; consult BOOK_TO_COMPANION_CROSSWALK.csv
